state,city,total_orders,total_customers,total_order_items,total_revenue,total_freight,average_order_value,average_freight_per_order,average_delivery_days,late_orders,late_delivery_rate_percent
PA,uruara,6,6,7,962.4,236.73,160.4,39.45,23.82,0,0.0
SP,lucelia,12,12,12,961.35,186.54,80.11,15.54,11.86,1,8.33
AC,cruzeiro do sul,3,3,3,957.79,169.27,319.26,56.42,23.72,0,0.0
RS,nova santa rita,5,5,6,954.78,109.22,190.96,21.84,13.79,0,0.0
PR,munhoz de melo,4,4,4,953.89,83.37,238.47,20.84,16.41,0,0.0
CE,hidrolandia,7,6,7,953.77,297.98,136.25,42.57,16.11,0,0.0
MG,aimores,10,10,10,951.37,192.4,95.14,19.24,9.81,1,10.0
GO,abadiania,1,1,1,949.99,75.53,949.99,75.53,29.1,0,0.0
MG,fronteira,6,6,7,949.66,129.87,158.28,21.64,12.03,0,0.0
TO,cristalandia,3,3,3,948.69,119.24,316.23,39.75,18.76,0,0.0
SP,monte aprazivel,10,9,12,948.11,238.39,94.81,23.84,12.12,0,0.0
PE,dormentes,2,2,3,946.8,120.93,473.4,60.47,15.95,0,0.0
SC,benedito novo,6,6,9,945.74,148.03,157.62,24.67,15.35,0,0.0
SP,cardoso,6,6,6,944.81,150.51,157.47,25.08,10.56,0,0.0
PE,condado,4,4,4,944.8,126.31,236.2,31.58,13.55,0,0.0
PR,paicandu,10,10,10,943.16,163.06,94.32,16.31,12.69,0,0.0
SC,piratuba,5,5,5,941.48,154.4,188.3,30.88,12.98,1,20.0
SC,palma sola,4,4,4,938.8,71.75,234.7,17.94,14.83,0,0.0
SP,buri,10,10,10,938.32,165.07,93.83,16.51,10.52,1,10.0
MA,acailandia,7,7,7,937.79,295.69,133.97,42.24,16.52,0,0.0
MG,gouveia,4,4,5,936.96,230.27,234.24,57.57,23.42,1,25.0
RJ,porciuncula,8,7,10,936.88,175.25,117.11,21.91,12.34,0,0.0
SP,brodowski,9,9,13,935.54,187.86,103.95,20.87,9.14,0,0.0
SE,sao francisco,3,3,3,934.9,137.16,311.63,45.72,21.16,0,0.0
MT,campos de julio,6,6,6,934.8,175.55,155.8,29.26,13.51,0,0.0
SP,vera cruz,9,9,9,934.17,132.78,103.8,14.75,12.37,1,11.11
MG,poco fundo,8,8,9,933.99,310.89,116.75,38.86,14.07,0,0.0
SC,canelinha,4,4,4,933.94,78.78,233.49,19.7,13.66,0,0.0
RS,rosario do sul,14,12,21,933.25,359.27,66.66,25.66,20.29,2,14.29
CE,taua,10,10,10,933.13,318.24,93.31,31.82,17.33,0,0.0
PA,concordia do para,3,3,3,929.78,191.12,309.93,63.71,25.67,1,33.33
PR,figueira,4,4,5,928.78,84.09,232.19,21.02,16.68,0,0.0
GO,bom jesus,8,7,8,928.27,184.26,116.03,23.03,12.35,0,0.0
SP,itaju,3,2,5,927.8,80.57,309.27,26.86,14.05,1,33.33
SP,chavantes,12,12,12,926.52,227.62,77.21,18.97,9.74,0,0.0
MG,arceburgo,7,7,8,924.14,236.69,132.02,33.81,13.87,0,0.0
BA,jeremoabo,6,6,6,922.08,204.29,153.68,34.05,24.2,1,16.67
PE,cabrobo,6,6,6,921.79,225.12,153.63,37.52,20.28,0,0.0
SP,dourado,8,8,10,920.43,177.92,115.05,22.24,10.8,1,12.5
PR,pinhao,8,7,9,920.28,181.24,115.03,22.65,11.57,0,0.0
SP,holambra ii,5,5,6,919.68,93.14,183.94,18.63,16.98,2,40.0
AL,campo alegre,2,1,2,919.1,78.86,459.55,39.43,37.95,1,50.0
RS,arroio do sal,7,5,9,918.97,411.34,131.28,58.76,14.42,0,0.0
RJ,varre-sai,4,4,4,918.9,116.47,229.72,29.12,22.71,1,25.0
PR,sertanopolis,4,4,5,918.8,89.34,229.7,22.34,10.39,0,0.0
SP,serrana,13,13,13,917.9,197.37,70.61,15.18,9.87,1,7.69
CE,morrinhos,4,4,4,917.8,206.99,229.45,51.75,24.46,1,25.0
PE,lajedo,6,6,6,916.27,220.93,152.71,36.82,14.53,0,0.0
SC,otacilio costa,5,5,6,913.29,249.56,182.66,49.91,20.65,1,20.0
BA,mairi,2,2,3,913.0,61.31,456.5,30.66,14.53,0,0.0
BA,jacaraci,4,3,4,911.79,128.48,227.95,32.12,25.13,1,25.0
SP,julio mesquita,2,2,3,909.99,74.6,455.0,37.3,13.74,0,0.0
SP,guapiacu,6,6,6,906.98,88.57,151.16,14.76,10.47,0,0.0
RS,encruzilhada do sul,8,8,8,903.99,238.6,113.0,29.82,12.96,0,0.0
ES,alfredo chaves,7,6,7,902.71,149.9,128.96,21.41,14.75,0,0.0
GO,itaja,3,3,3,902.0,99.9,300.67,33.3,12.84,0,0.0
SP,pradopolis,10,10,12,901.0,180.31,90.1,18.03,8.1,0,0.0
RS,candido godoi,1,1,6,900.0,105.84,900.0,105.84,6.89,0,0.0
CE,bela cruz,4,4,4,899.9,124.57,224.97,31.14,18.25,0,0.0
MG,grao mogol,3,3,3,899.8,99.5,299.93,33.17,18.05,1,33.33
RS,balneario pinhal,7,6,8,898.57,145.37,128.37,20.77,13.19,0,0.0
MG,borda da mata,6,6,6,897.53,164.72,149.59,27.45,11.03,0,0.0
SP,regente feijo,10,10,13,897.01,191.3,89.7,19.13,11.06,0,0.0
PI,cocal,7,7,7,896.77,255.14,128.11,36.45,15.31,0,0.0
SP,areiopolis,3,3,3,896.49,47.75,298.83,15.92,7.55,0,0.0
GO,crixas,8,7,9,893.68,235.76,111.71,29.47,18.54,1,12.5
SC,urussanga,10,10,10,893.68,189.4,89.37,18.94,16.73,1,10.0
PB,juru,1,1,1,890.0,29.38,890.0,29.38,12.94,0,0.0
MA,barra do corda,7,7,10,889.89,464.44,127.13,66.35,16.91,0,0.0
SP,irapuru,6,6,6,889.48,95.81,148.25,15.97,8.73,0,0.0
PB,cabedelo,6,6,6,888.95,440.55,148.16,73.42,16.45,0,0.0
GO,itaguari,1,1,1,887.0,26.7,887.0,26.7,19.88,0,0.0
SP,lutecia,1,1,1,887.0,21.84,887.0,21.84,9.07,0,0.0
MG,jordania,5,5,5,886.25,160.95,177.25,32.19,10.0,0,0.0
SP,icem,9,8,11,885.97,157.67,98.44,17.52,7.24,0,0.0
SP,urania,4,3,6,885.72,94.57,221.43,23.64,9.46,0,0.0
SC,treze tilias,11,11,14,885.66,273.7,80.51,24.88,16.17,1,9.09
MG,itamonte,10,9,13,883.15,221.91,88.31,22.19,13.97,0,0.0
SP,sao luis do paraitinga,3,3,3,882.49,63.5,294.16,21.17,11.18,0,0.0
ES,ecoporanga,8,8,8,881.92,263.91,110.24,32.99,12.09,0,0.0
SP,taiuva,5,5,9,881.54,128.59,176.31,25.72,8.77,0,0.0
MG,paraopeba,9,9,9,880.67,186.07,97.85,20.67,14.56,1,11.11
PE,paudalho,2,2,2,878.9,71.24,439.45,35.62,22.77,0,0.0
PR,santa fe,5,5,5,877.8,127.64,175.56,25.53,18.85,1,20.0
SC,capivari de baixo,5,5,5,876.89,151.84,175.38,30.37,19.06,0,0.0
ES,sao domingos do norte,7,7,7,874.4,154.1,124.91,22.01,24.15,1,14.29
RS,rolante,9,9,9,874.25,204.2,97.14,22.69,13.09,1,11.11
MA,coroata,9,8,10,873.48,454.99,97.05,50.55,18.52,1,11.11
PR,palotina,10,10,10,872.76,193.01,87.28,19.3,13.5,1,10.0
PR,sao joao,11,10,12,872.09,190.52,79.28,17.32,16.36,1,9.09
RJ,california da barra,6,6,8,871.97,142.53,145.33,23.75,11.76,0,0.0
MT,matupa,7,5,9,871.17,216.7,124.45,30.96,12.72,0,0.0
SC,nova trento,6,6,6,870.6,101.61,145.1,16.93,10.59,0,0.0
MG,monte santo de minas,9,9,9,869.28,148.72,96.59,16.52,14.25,1,11.11
BA,macaubas,8,8,13,867.47,332.98,108.43,41.62,27.85,2,25.0
MG,itaobim,6,6,7,866.91,159.65,144.48,26.61,11.53,0,0.0
MG,bom jardim de minas,8,8,11,866.87,201.51,108.36,25.19,14.95,0,0.0
GO,santo antonio do descoberto,5,5,6,866.26,126.62,173.25,25.32,19.8,1,20.0
MG,conceicao da aparecida,5,5,10,866.08,197.57,173.22,39.51,10.73,0,0.0
RJ,conservatoria,4,4,7,864.09,133.08,216.02,33.27,17.83,1,25.0
SP,miracatu,5,5,8,863.99,127.82,172.8,25.56,11.17,0,0.0
PI,paulistana,3,3,4,862.67,150.59,287.56,50.2,17.02,0,0.0
PA,goianesia do para,3,3,3,861.99,102.72,287.33,34.24,15.45,0,0.0
PR,assai,5,5,6,861.57,158.23,172.31,31.65,19.11,1,20.0
SC,sao joao do sul,2,2,2,861.0,41.37,430.5,20.69,16.22,0,0.0
BA,barra da estiva,7,6,9,860.57,212.11,122.94,30.3,17.53,0,0.0
RS,cacapava do sul,5,5,7,859.99,184.84,172.0,36.97,13.36,0,0.0
CE,quixeramobim,6,6,6,859.79,260.18,143.3,43.36,19.47,1,16.67
RN,sao goncalo do amarante,7,7,8,859.78,324.5,122.83,46.36,16.34,1,14.29
RS,nao-me-toque,7,6,9,859.68,202.42,122.81,28.92,18.1,1,14.29
PR,coronel vivida,11,11,12,856.87,201.72,77.9,18.34,13.81,0,0.0
MG,bom sucesso,4,4,4,856.69,138.01,214.17,34.5,12.7,0,0.0
SC,porto belo,9,9,9,856.32,223.0,95.15,24.78,13.21,0,0.0
MG,brazopolis,6,6,6,856.13,159.37,142.69,26.56,15.4,0,0.0
GO,goianira,8,8,9,853.81,203.96,106.73,25.5,20.22,1,12.5
CE,santa quiteria,5,5,5,849.67,289.45,169.93,57.89,16.05,0,0.0
SC,itapoa,9,9,9,849.67,238.08,94.41,26.45,16.67,3,33.33
SC,rodeio,7,7,8,849.66,136.29,121.38,19.47,12.61,0,0.0
PR,faxinal,9,9,9,848.05,147.68,94.23,16.41,12.33,1,11.11
RN,sao miguel,4,3,5,846.86,157.66,211.72,39.41,16.38,0,0.0
PR,colonia jordaozinho,2,2,5,843.4,227.63,421.7,113.81,15.58,0,0.0
GO,inaciolandia,3,3,4,842.99,109.93,281.0,36.64,23.08,1,33.33
SP,guara,7,7,10,842.8,221.24,120.4,31.61,9.09,0,0.0
PR,quedas do iguacu,8,7,9,842.25,188.19,105.28,23.52,11.38,0,0.0
MG,mirai,8,8,10,841.81,290.62,105.23,36.33,11.66,0,0.0
MG,tres marias,13,12,13,840.44,255.46,64.65,19.65,18.65,2,15.38
MA,lago da pedra,5,5,5,840.37,198.59,168.07,39.72,26.85,2,40.0
MT,barra do bugres,4,3,4,840.25,103.4,210.06,25.85,19.46,0,0.0
CE,santana do cariri,3,3,3,839.8,106.88,279.93,35.63,20.8,0,0.0
PR,prudentopolis,7,7,8,839.09,246.08,119.87,35.15,10.0,0,0.0
MG,serro,2,2,2,837.89,38.73,418.94,19.36,13.25,0,0.0
SP,boa esperanca do sul,11,11,11,836.9,175.72,76.08,15.97,10.84,1,9.09
MG,alpinopolis,7,6,7,836.68,132.77,119.53,18.97,12.56,0,0.0
BA,queimadas,4,4,5,834.45,103.12,208.61,25.78,16.68,0,0.0
SP,capela do alto,3,3,3,833.99,170.26,278.0,56.75,26.27,1,33.33
RJ,arrozal,3,3,3,833.89,78.92,277.96,26.31,18.41,0,0.0
MG,cachoeira do campo,2,2,2,828.99,80.85,414.5,40.42,8.24,0,0.0
MG,formoso,2,2,2,828.99,38.11,414.5,19.05,9.28,0,0.0
SE,simao dias,7,7,7,828.48,254.43,118.35,36.35,13.16,0,0.0
CE,lavras da mangabeira,2,2,2,827.88,158.58,413.94,79.29,12.47,0,0.0
MS,dois irmaos do buriti,3,3,3,826.9,63.25,275.63,21.08,10.92,0,0.0
MG,conceicao do rio verde,5,5,6,825.89,144.26,165.18,28.85,11.53,0,0.0
RS,campos borges,3,3,3,825.89,51.15,275.3,17.05,17.87,0,0.0
PR,cruzeiro do oeste,7,7,8,825.39,157.11,117.91,22.44,7.35,0,0.0
SP,joanopolis,6,4,6,824.6,79.91,137.43,13.32,12.6,0,0.0
PR,colonia castrolanda,3,3,8,824.03,217.68,274.68,72.56,10.64,0,0.0
TO,dianopolis,7,7,9,822.95,342.46,117.56,48.92,19.73,0,0.0
SP,nuporanga,3,3,3,821.8,73.61,273.93,24.54,9.7,0,0.0
RN,sao jose de mipibu,3,3,3,821.69,134.5,273.9,44.83,17.79,0,0.0
PR,guaira,7,7,8,820.48,159.32,117.21,22.76,11.07,0,0.0
SC,bom jesus,2,2,2,819.89,173.27,409.94,86.64,18.41,0,0.0
BA,conde,2,2,2,819.0,62.52,409.5,31.26,37.73,2,100.0
SP,angatuba,8,8,8,818.75,164.28,102.34,20.54,13.23,1,12.5
RS,chui,5,4,5,818.7,89.46,163.74,17.89,12.93,0,0.0
GO,mambai,2,2,2,816.99,104.91,408.5,52.45,11.55,0,0.0
SC,pinhalzinho,9,9,11,816.86,223.34,90.76,24.82,17.3,1,11.11
RS,sao marcos,9,9,10,816.42,178.34,90.71,19.82,13.82,0,0.0
SP,borborema,8,8,8,816.05,120.75,102.01,15.09,8.04,0,0.0
SP,nazare paulista,7,6,8,815.64,118.69,116.52,16.96,9.42,0,0.0
MG,rio manso,5,5,5,815.56,124.12,163.11,24.82,10.7,0,0.0
RS,serafina correa,9,9,9,813.66,228.72,90.41,25.41,20.38,1,11.11
AL,sao miguel dos campos,2,2,5,813.36,240.75,406.68,120.38,40.69,1,50.0
SP,jacare,8,8,10,810.04,142.54,101.26,17.82,10.78,0,0.0
RO,extrema,3,2,3,809.9,160.53,269.97,53.51,21.2,0,0.0
SP,murutinga do sul,2,2,2,809.0,46.71,404.5,23.36,9.35,0,0.0
BA,itacare,7,7,7,808.19,162.01,115.46,23.14,30.77,1,14.29
PB,bayeux,7,7,10,808.05,331.36,115.44,47.34,18.63,0,0.0
PI,bom jesus,3,3,3,807.8,168.78,269.27,56.26,18.29,0,0.0
MG,alvinopolis,11,11,13,807.06,213.9,73.37,19.45,9.41,0,0.0
GO,mozarlandia,7,6,7,806.4,201.64,115.2,28.81,15.33,0,0.0
MG,novo cruzeiro,9,6,9,805.78,163.09,89.53,18.12,12.34,0,0.0
MG,guaranesia,9,9,10,805.58,167.25,89.51,18.58,14.32,0,0.0
PR,cambara,9,9,13,803.17,219.45,89.24,24.38,13.63,0,0.0
RS,candiota,4,4,4,802.7,96.9,200.68,24.23,17.34,0,0.0
MG,sao goncalo do rio abaixo,6,6,9,802.2,211.23,133.7,35.2,11.17,0,0.0
GO,itapuranga,6,6,7,800.88,158.43,133.48,26.41,16.04,0,0.0
GO,santa rita do araguaia,7,7,7,800.25,171.78,114.32,24.54,15.22,0,0.0
BA,canavieiras,6,6,6,799.8,217.49,133.3,36.25,21.1,0,0.0
BA,barra do choca,3,3,3,799.0,78.49,266.33,26.16,11.87,0,0.0
TO,sandolandia,1,1,1,799.0,42.28,799.0,42.28,16.38,0,0.0
PR,cidade gaucha,5,5,8,798.39,151.71,159.68,30.34,15.96,0,0.0
RS,tapes,6,6,6,797.35,136.91,132.89,22.82,10.6,0,0.0
BA,arataca,1,1,1,795.0,70.78,795.0,70.78,14.95,0,0.0
MG,pecanha,4,4,4,794.8,193.73,198.7,48.43,15.59,0,0.0
SC,alfredo wagner,2,2,2,794.8,49.87,397.4,24.94,10.66,0,0.0
SP,igarapava,7,7,7,791.09,105.93,113.01,15.13,13.87,1,14.29
PI,regeneracao,6,6,6,790.97,250.67,131.83,41.78,15.94,0,0.0
ES,itarana,3,3,6,789.37,220.65,263.12,73.55,19.18,0,0.0
CE,sao benedito,4,4,6,789.19,269.57,197.3,67.39,17.95,0,0.0
MG,candeias,9,8,9,788.39,187.46,87.6,20.83,10.0,0,0.0
GO,campos belos,7,7,7,788.07,139.46,112.58,19.92,16.0,1,14.29
RS,julio de castilhos,10,10,10,787.54,195.5,78.75,19.55,14.36,0,0.0
SP,echapora,2,2,3,787.47,59.78,393.74,29.89,8.93,0,0.0
PR,mallet,6,6,7,786.65,120.98,131.11,20.16,11.88,0,0.0
SP,jacupiranga,5,5,5,785.8,99.77,157.16,19.95,9.56,0,0.0
SC,laurentino,5,5,5,782.41,80.86,156.48,16.17,18.19,1,20.0
MT,campo verde,10,10,10,781.38,248.31,78.14,24.83,19.47,2,20.0
SC,sao lourenco do oeste,9,9,9,781.38,215.75,86.82,23.97,12.96,0,0.0
PR,mambore,8,8,8,780.24,148.23,97.53,18.53,15.1,0,0.0
MG,datas,1,1,6,780.0,140.94,780.0,140.94,10.58,0,0.0
RN,santana do serido,2,2,3,779.7,163.67,389.85,81.83,9.95,0,0.0
SP,vargem grande do sul,12,12,12,778.7,211.98,64.89,17.67,9.38,0,0.0
MA,icatu,1,1,1,778.0,114.9,778.0,114.9,16.46,0,0.0
MA,alto parnaiba,5,5,5,777.79,170.31,155.56,34.06,22.88,0,0.0
MG,tarumirim,4,4,4,775.49,136.76,193.87,34.19,9.91,0,0.0
RJ,trajano de moraes,8,8,8,775.18,137.86,96.9,17.23,28.66,3,37.5
RS,tres coroas,6,6,6,774.37,136.11,129.06,22.69,15.19,0,0.0
RS,portao,10,10,11,772.15,187.31,77.22,18.73,12.79,0,0.0
SP,piquete,9,9,9,771.09,163.46,85.68,18.16,8.05,0,0.0
SP,paraiso,5,4,5,770.78,77.96,154.16,15.59,8.21,0,0.0
PE,aguas belas,6,6,8,769.87,271.53,128.31,45.26,14.88,0,0.0
MG,jaboticatubas,1,1,2,767.3,41.57,767.3,41.57,8.83,0,0.0
SP,guaicara,8,8,9,767.23,150.33,95.9,18.79,9.58,0,0.0
BA,cansancao,7,5,7,766.96,231.41,109.57,33.06,13.7,0,0.0
PR,salto do lontra,4,4,7,766.49,133.62,191.62,33.41,19.35,1,25.0
MA,paco do lumiar,7,7,7,766.38,239.55,109.48,34.22,25.37,2,28.57
MG,lima duarte,6,5,6,764.88,155.98,127.48,26.0,13.86,1,16.67
SP,igarata,5,5,5,764.09,79.78,152.82,15.96,12.44,0,0.0
MG,sao pedro dos ferros,4,3,4,763.79,111.94,190.95,27.98,10.81,0,0.0
SP,santa branca,9,9,9,763.76,189.59,84.86,21.07,13.51,1,11.11
PE,moreno,5,5,7,763.5,196.59,152.7,39.32,14.23,0,0.0
PI,amarante,1,1,1,760.0,193.84,760.0,193.84,17.97,0,0.0
GO,guapo,6,6,6,757.89,110.81,126.31,18.47,13.17,0,0.0
SP,avanhandava,7,7,7,757.68,147.65,108.24,21.09,9.17,0,0.0
MG,carbonita,4,3,4,755.87,85.25,188.97,21.31,10.35,0,0.0
PR,carlopolis,6,6,6,755.4,145.78,125.9,24.3,10.58,0,0.0
MT,chapada dos guimaraes,4,4,4,754.8,99.98,188.7,24.99,22.05,1,25.0
GO,planaltina,10,10,11,754.24,195.1,75.42,19.51,13.8,0,0.0
BA,trancoso,6,6,9,754.2,240.99,125.7,40.16,31.75,2,33.33
MG,arinos,8,8,8,752.07,207.75,94.01,25.97,13.04,0,0.0
MS,amambai,6,6,8,751.98,138.71,125.33,23.12,17.53,0,0.0
MT,alto taquari,3,3,3,750.88,70.29,250.29,23.43,18.16,0,0.0
MG,matozinhos,12,12,12,750.65,193.51,62.55,16.13,8.61,0,0.0
SC,ilhota,4,4,4,749.14,128.08,187.28,32.02,14.84,0,0.0
CE,varjota,4,4,5,748.97,152.21,187.24,38.05,21.15,0,0.0
BA,tucano,8,8,8,748.69,220.89,93.59,27.61,17.71,1,12.5
BA,sao felipe,2,2,2,747.9,79.11,373.95,39.55,25.87,1,50.0
PE,lagoa do carro,2,2,2,746.77,134.01,373.38,67.0,13.13,0,0.0
RS,getulio vargas,8,8,8,746.61,173.33,93.33,21.67,16.39,0,0.0
MG,santa rita de caldas,6,6,7,746.28,135.94,124.38,22.66,11.16,0,0.0
MG,dores do indaia,7,6,9,744.57,184.29,106.37,26.33,12.71,0,0.0
CE,quixere,2,2,2,744.3,92.86,372.15,46.43,28.05,1,50.0
MG,pedralva,3,3,5,743.97,100.36,247.99,33.45,11.43,0,0.0
GO,sao joao d'alianca,3,3,3,743.53,101.33,247.84,33.78,22.45,1,33.33
PR,nova londrina,9,8,9,743.53,203.03,82.61,22.56,12.01,0,0.0
PA,santa isabel do para,6,6,7,741.77,177.8,123.63,29.63,17.9,0,0.0
PR,imbituva,8,7,10,740.67,172.99,92.58,21.62,12.64,0,0.0
RJ,santa isabel do rio preto,1,1,1,739.9,21.92,739.9,21.92,10.62,0,0.0
SP,ibira,6,6,6,739.83,90.32,123.31,15.05,7.22,0,0.0
MG,resplendor,10,10,10,739.06,205.54,73.91,20.55,9.2,0,0.0
MG,virgem da lapa,3,3,3,737.9,126.54,245.97,42.18,17.58,1,33.33
PR,porecatu,9,8,9,735.42,195.29,81.71,21.7,14.95,0,0.0
MG,sao goncalo do para,3,3,4,734.9,240.95,244.97,80.32,16.79,1,33.33
BA,itajuipe,3,3,6,734.49,117.79,244.83,39.26,15.3,0,0.0
PR,corbelia,3,3,3,733.8,51.42,244.6,17.14,13.11,0,0.0
SP,pedro de toledo,8,8,10,733.22,160.04,91.65,20.0,13.7,0,0.0
RJ,vila muriqui,7,7,7,731.76,124.69,104.54,17.81,9.12,0,0.0
TO,tocantinopolis,7,7,8,731.65,215.63,104.52,30.8,19.54,1,14.29
CE,solonopole,2,2,2,729.89,55.85,364.94,27.93,22.07,0,0.0
PR,floresta,5,5,5,729.79,114.3,145.96,22.86,11.83,0,0.0
SP,cafelandia,8,7,8,729.2,117.0,91.15,14.63,8.13,0,0.0
RS,barros cassal,3,3,4,729.0,71.36,243.0,23.79,16.09,0,0.0
SP,cananeia,8,8,8,727.66,111.23,90.96,13.9,14.35,1,12.5
MG,bicas,7,6,8,727.65,140.9,103.95,20.13,11.83,0,0.0
SP,ribeirao bonito,7,7,7,727.29,118.83,103.9,16.98,20.42,1,14.29
ES,joao neiva,8,8,9,724.93,186.47,90.62,23.31,11.14,0,0.0
SP,sabino,3,3,3,723.0,79.87,241.0,26.62,8.82,0,0.0
SP,cabreuva,6,6,6,720.6,113.52,120.1,18.92,10.82,1,16.67
MT,colniza,3,3,3,718.97,156.52,239.66,52.17,20.06,0,0.0
GO,piranhas,4,3,4,718.79,193.02,179.7,48.25,13.27,0,0.0
BA,boninal,2,2,3,717.7,192.1,358.85,96.05,11.9,0,0.0
RS,cerro largo,7,7,11,712.87,194.94,101.84,27.85,15.25,1,14.29
MS,alcinopolis,6,4,8,711.16,241.19,118.53,40.2,9.85,0,0.0
SC,vargem bonita,5,5,6,710.59,115.68,142.12,23.14,15.28,0,0.0
MA,sao mateus do maranhao,3,3,4,710.2,220.5,236.73,73.5,22.82,1,33.33
SP,juquia,9,9,10,710.08,170.01,78.9,18.89,8.41,0,0.0
GO,santa cruz de goias,2,2,3,709.0,70.69,354.5,35.34,67.58,1,50.0
MA,arari,2,2,2,708.8,119.99,354.4,60.0,18.38,0,0.0
BA,urandi,2,2,3,707.94,59.87,353.97,29.94,12.82,0,0.0
SP,taguai,10,10,11,707.34,166.22,70.73,16.62,7.93,0,0.0
SP,potirendaba,8,8,9,707.32,135.52,88.42,16.94,10.38,0,0.0
MA,sao bernardo,3,3,3,706.79,216.6,235.6,72.2,13.77,0,0.0
RO,espigao do oeste,6,6,6,706.68,244.49,117.78,40.75,15.12,0,0.0
PR,santa cruz de monte castelo,4,4,4,706.22,86.83,176.56,21.71,12.23,0,0.0
GO,cidade ocidental,8,8,9,705.38,171.19,88.17,21.4,12.97,1,12.5
BA,ubaira,6,6,6,704.79,180.12,117.46,30.02,18.0,1,16.67
RS,estacao,5,5,5,704.1,111.12,140.82,22.22,11.04,0,0.0
BA,maracas,5,4,6,703.64,173.45,140.73,34.69,12.42,0,0.0
TO,lagoa da confusao,5,5,5,699.99,229.75,140.0,45.95,23.1,1,20.0
ES,bom jesus do norte,4,4,4,699.89,81.96,174.97,20.49,15.2,0,0.0
RS,pejucara,4,4,6,699.65,130.7,174.91,32.67,16.1,0,0.0
MA,matoes do norte,2,2,2,698.9,73.38,349.45,36.69,43.01,1,50.0
PR,marmeleiro,7,7,9,698.44,164.54,99.78,23.51,24.84,1,14.29
BA,ipiau,7,7,8,697.27,186.52,99.61,26.65,13.01,0,0.0
RJ,carapebus,5,5,5,696.97,89.55,139.39,17.91,17.15,1,20.0
CE,guaiuba,2,1,2,695.0,67.05,347.5,33.52,18.96,0,0.0
MG,conceicao do para,3,3,3,694.99,54.56,231.66,18.19,9.5,0,0.0
RS,pedro osorio,3,3,3,692.45,60.53,230.82,20.18,14.45,0,0.0
BA,morro de sao paulo,1,1,4,691.96,140.04,691.96,140.04,23.81,0,0.0
BA,andorinha,5,5,5,691.1,106.51,138.22,21.3,17.16,0,0.0
SC,catanduvas,6,6,6,690.79,144.2,115.13,24.03,13.12,0,0.0
MG,divisa nova,1,1,1,689.9,98.81,689.9,98.81,20.0,0,0.0
MA,cantanhede,1,1,1,689.0,46.85,689.0,46.85,18.36,0,0.0
SC,guabiruba,5,5,5,688.78,98.03,137.76,19.61,18.99,1,20.0
MA,ze doca,5,5,5,688.6,190.32,137.72,38.06,29.27,2,40.0
RS,rio pardo,5,5,5,687.88,103.57,137.58,20.71,15.67,0,0.0
ES,mimoso do sul,9,9,9,687.37,166.19,76.37,18.47,14.95,0,0.0
SP,santa albertina,7,7,9,686.39,144.03,98.06,20.58,6.73,0,0.0
PR,terra boa,4,4,4,683.79,89.63,170.95,22.41,15.81,0,0.0
MG,jaiba,6,5,6,683.49,115.55,113.92,19.26,14.35,0,0.0
TO,araguatins,5,4,5,681.98,177.92,136.4,35.58,17.88,0,0.0
MG,tocantins,6,6,6,681.38,97.11,113.56,16.18,9.71,0,0.0
SP,bilac,7,6,9,680.62,137.24,97.23,19.61,8.36,0,0.0
MG,rio paranaiba,9,9,12,680.27,201.21,75.59,22.36,9.75,0,0.0
SC,abelardo luz,6,6,6,679.7,117.88,113.28,19.65,19.08,1,16.67
PB,cuite,3,3,3,678.89,117.62,226.3,39.21,14.96,0,0.0
PR,peabiru,4,4,4,675.39,73.11,168.85,18.28,19.54,1,25.0
SC,rio do campo,4,4,6,674.95,147.3,168.74,36.83,13.51,0,0.0
SP,taquarivai,3,3,3,674.89,64.01,224.96,21.34,9.94,0,0.0
SC,sao ludgero,3,3,4,673.32,73.19,224.44,24.4,22.18,0,0.0
MG,brasilia de minas,9,8,10,671.74,251.18,74.64,27.91,8.35,0,0.0
RO,alta floresta d'oeste,3,3,3,669.89,135.61,223.3,45.2,19.41,0,0.0
SC,papanduva,8,8,10,669.41,207.24,83.68,25.91,14.66,0,0.0
SP,catigua,6,6,6,668.57,119.95,111.43,19.99,9.67,0,0.0
MS,mundo novo,3,3,4,667.99,77.77,222.66,25.92,12.19,0,0.0
SC,palmitos,5,5,5,667.9,93.08,133.58,18.62,10.78,1,20.0
PE,pesqueira,9,9,9,667.79,362.24,74.2,40.25,16.2,1,11.11
GO,iaciara,3,3,3,666.99,120.13,222.33,40.04,11.04,0,0.0
RN,itau,2,2,2,666.8,94.57,333.4,47.28,18.81,0,0.0
MG,muzambinho,9,8,10,665.8,174.83,73.98,19.43,13.73,0,0.0
MG,caetanopolis,8,8,8,664.57,141.05,83.07,17.63,9.61,0,0.0
CE,jaguaribe,5,5,5,663.98,197.82,132.8,39.56,20.19,0,0.0
BA,ruy barbosa,7,7,8,662.96,258.19,94.71,36.88,17.46,0,0.0
PA,garrafao do norte,3,3,3,662.89,99.11,220.96,33.04,31.23,0,0.0
MG,piedade de caratinga,7,7,8,662.07,137.76,94.58,19.68,15.68,0,0.0
GO,anicuns,8,8,8,661.93,147.26,82.74,18.41,14.05,0,0.0
RO,jaru,6,6,6,660.59,249.67,110.1,41.61,16.72,0,0.0
BA,medeiros neto,7,6,7,660.24,137.05,94.32,19.58,16.14,0,0.0
MG,campina verde,10,10,10,659.48,209.37,65.95,20.94,11.1,0,0.0
